Known As,Full Name,Age,Overall,Positions Played,Best Position,Nationality,Club Name
M. Peart-Harris,Myles Peart-Harris,19,62,"CAM,CM",CAM,England,Forest Green Rovers
M. Bumbercatch,Moe Bumbercatch,25,79,"CM,CDM,CAM",CM,England,AFC Richmond
H. Rodgers,Harvey Rodgers,25,62,"CB,RWB,RB",CB,England,Accrington Stanley
D. Jones,Dan Jones,27,62,CB,CB,England,Port Vale
R. Edwards,Ryan Edwards,28,68,CB,CB,England,Dundee United
H. Biggins,Harrison Biggins,26,62,"CM,CDM",CM,England,Doncaster Rovers
L. Banks,Lewis Banks,25,62,"RB,LB",RB,England,Sligo Rovers
P. Farman,Paul Farman,32,62,GK,GK,England,Barrow
R. James,Reece James,28,68,"LWB,LB,CDM",LWB,England,Sheffield Wednesday
A. Cairns,Alex Cairns,29,62,GK,GK,England,Fleetwood Town
L. Ridehalgh,Liam Ridehalgh,31,62,LB,LB,England,Bradford City
C. Ripley,Connor Ripley,29,62,GK,GK,England,Morecambe
D. Sweeney,Dan Sweeney,28,62,"CB,CM",CDM,England,Stevenage
J. Kenny,Jonjoe Kenny,25,74,"RB,LB",RB,England,Hertha BSC
S. Edozie,Samuel Edozie,19,62,LW,RM,England,Southampton
B. Walker,Brad Walker,26,62,"CM,CB",CDM,England,Port Vale
R. Willmott,Robbie Willmott,32,62,"CM,CDM",RM,England,Newport County
P. Farquharson,Priestley Farquharson,25,62,CB,CB,England,Newport County
R. Sykes,Ross Sykes,23,68,CB,CB,England,Royale Union Saint-Gilloise
W. Burrell,Warren Burrell,32,62,"CB,RB,LB",CB,England,Harrogate Town
C. Ainley,Callum Ainley,24,62,"CM,CAM,LW",CAM,England,Crewe Alexandra
L. Berry,Luke Berry,29,68,"CM,CAM",CAM,England,Luton Town
K. Agard,Kieran Agard,32,62,ST,ST,England,Doncaster Rovers
B. Johnson,Ben Johnson,22,74,"RB,LB",RB,England,West Ham United
L. Daniels,Luke Daniels,34,68,GK,GK,England,Middlesbrough
W. Bapaga,Will Bapaga,19,62,"LW,RW,CAM",LW,England,Coventry City
L. Sutton,Levi Sutton,25,62,"CDM,CM",CDM,England,Bradford City
R. Edmonds-Green,Rarmani Edmonds-Green,23,68,CB,CB,England,Wigan Athletic
J. Kizzi,Joe Kizzi,29,62,RB,RB,England,Sutton United
J. Moon,Jasper Moon,21,62,CB,CB,England,Barnsley
R. Dickie,Rob Dickie,26,74,CB,CB,England,Queens Park Rangers
J. Philogene-Bidace,Jaden Philogene-Bidace,20,62,"LW,RW",RM,England,Cardiff City
L. Woolfenden,Luke Woolfenden,23,68,CB,CB,England,Ipswich Town
N. Tella,Nathan Tella,22,68,"LM,ST",RM,England,Burnley
E. Konsa,Ezri Konsa,24,79,CB,CB,England,Aston Villa
J. Rodwell,Jack Rodwell,31,67,"CM,CB,CDM",CB,England,Sydney FC
S. Kashket,Scott Kashket,26,63,"RM,RW,ST",RM,England,Gillingham
L. Angol,Lee Angol,27,63,"ST,LW,LM",ST,England,Bradford City
G. Thomson,George Thomson,30,64,"RM,RB,CM",RM,England,Harrogate Town
J. Ramsey,Jacob Ramsey,21,75,"CM,CAM",CAM,England,Aston Villa
D. Hume,Denver Hume,23,64,"LB,LWB",LB,England,Portsmouth
A. Palmer,Alex Palmer,25,66,GK,GK,England,West Bromwich Albion
M. Smith,Matthew Smith,21,64,"CM,CDM",CM,England,Arsenal
D. Butler,Dan Butler,27,66,"LWB,LB,CB",LWB,England,Peterborough United
D. Wright-Phillips,D'Margio Wright-Phillips,20,64,"LW,ST",RM,England,Stoke City
T. Doyle,Tommy Doyle,20,66,"CM,CDM",CM,England,Sheffield United
O. Dale,Owen Dale,23,66,"RM,RW",RM,England,Portsmouth
H. Smith,Harry Smith,27,64,ST,ST,England,Exeter City
M. Derbyshire,Matt Derbyshire,36,64,ST,ST,England,NorthEast United FC
A. Obileye,Ayo Obileye,27,64,CB,CB,England,Livingston FC
T. Lowery,Tom Lowery,24,66,"CM,CDM",CAM,England,Portsmouth
R. Holding,Rob Holding,26,77,CB,CB,England,Arsenal
A. Lookman,Ademola Lookman,24,77,"LM,RM",RM,England,Atalanta
E. Moore,Elliott Moore,25,66,CB,CB,England,Oxford United
E. List,Elliott List,25,64,ST,ST,England,Stevenage
C. Thomas,Conor Thomas,28,64,"CDM,CM",CDM,England,Crewe Alexandra
L. Thomas,Luke Thomas,21,75,"LB,LWB",LB,England,Leicester City
D. Potts,Dan Potts,28,66,"CB,LB,LWB",CB,England,Luton Town
C. Norman,Cameron Norman,26,64,"RWB,RB",RWB,England,Newport County
N. Smith,Nathan Smith,26,64,CB,CB,England,Port Vale
D. Worrall,David Worrall,32,64,RWB,RM,England,Port Vale
A. Woodyard,Alex Woodyard,29,64,"CDM,CM",CDM,England,AFC Wimbledon
J. Williams,Jordan Williams,22,66,"RWB,RB,LWB",RWB,England,Barnsley
T. Hopper,Tom Hopper,28,64,ST,ST,England,Lincoln City
H. Dean,Harlee Dean,30,66,CB,CB,England,Birmingham City
L. McGee,Luke McGee,26,64,GK,GK,England,Forest Green Rovers
C. Butcher,Calum Butcher,31,64,"CDM,CM",CB,England,Burton Albion
O. Skipp,Oliver Skipp,21,77,"CDM,CM",CDM,England,Tottenham Hotspur
D. Pereira,Dion Pereira,23,64,"RM,RW",CAM,England,Bradford City
J. Stockley,Jayden Stockley,28,66,ST,ST,England,Charlton Athletic
J. Tucker,Jack Tucker,22,66,CB,CB,England,Milton Keynes Dons
G. Taylor,Greg Taylor,32,64,CB,CB,England,Cambridge United
T. Pett,Tom Pett,30,64,"CM,CDM",CM,England,Port Vale
N. McGinley,Nathan McGinley,25,64,LB,LB,England,Motherwell
T. Morton,Tyler Morton,19,64,CDM,CM,England,Blackburn Rovers
K. Hause,Kortney Hause,26,75,CB,CB,England,Watford
J. Lewis,Joe Lewis,34,65,GK,GK,England,Aberdeen
J. Pigott,Joe Pigott,28,65,ST,ST,England,Portsmouth
M. Jacobs,Michael Jacobs,30,66,LM,LM,England,Portsmouth
S. Goss,Sean Goss,26,66,CM,CM,England,Motherwell
M. Watters,Max Watters,23,65,"ST,RW",ST,England,Cardiff City
C. Wickham,Connor Wickham,29,66,ST,ST,England,Forest Green Rovers
L. Kitching,Liam Kitching,22,65,CB,CB,England,Barnsley
D. Hylton,Danny Hylton,33,65,ST,ST,England,Northampton Town
S. Mavididi,Stephy Mavididi,24,77,"LM,ST",ST,England,Montpellier Hérault SC
G. Tanner,George Tanner,22,66,"RWB,RB,RM",RWB,England,Bristol City
M. Ebiowei,Malcolm Ebiowei,18,65,RM,LM,England,Crystal Palace
J. Rankin-Costello,Joe Rankin-Costello,22,66,"RWB,RB,LB",RWB,England,Blackburn Rovers
B. Godfrey,Ben Godfrey,24,77,"CB,LB",CB,England,Everton
T. Richards,Taylor Richards,21,66,"CAM,CM",CAM,England,Queens Park Rangers
R. Schofield,Ryan Schofield,22,66,GK,GK,England,Hibernian
R. Slater,Regan Slater,22,65,"CM,CDM",CM,England,Hull City
S. Baldock,Sam Baldock,33,65,ST,ST,England,Oxford United
S. Humphrys,Stephen Humphrys,24,66,ST,ST,England,Heart of Midlothian
C. Wright,Callum Wright,22,66,CM,CAM,England,Blackpool
J. Trafford,James Trafford,19,64,GK,GK,England,Bolton Wanderers
J. Matete,Jay Matete,21,64,"CM,CDM",CDM,England,Sunderland
J. Baldwin,Jack Baldwin,29,64,CB,CB,England,Ross County FC
J. Leko,Jonathan Leko,23,64,"ST,RM",ST,England,Birmingham City
V. Oliver,Vadaine Oliver,30,64,ST,ST,England,Bradford City
T. Walker,Tyler Walker,25,66,ST,ST,England,Coventry City
M. Butcher,Matt Butcher,25,65,"CM,CDM",CM,England,Plymouth Argyle
T. Conlon,Tom Conlon,26,65,CM,CM,England,Port Vale
H. Kane,Herbie Kane,23,66,"CDM,CM",CM,England,Barnsley
D. Grimshaw,Daniel Grimshaw,24,65,GK,GK,England,Blackpool
G. Williams,George Williams,29,65,RB,RB,England,Cambridge United
T. O'Brien,Tom O'Brien,27,75,GK,GK,England,AFC Richmond
R. Edwards,Ronnie Edwards,19,66,CB,CB,England,Peterborough United
O. Kukoč,Ozzie Kukoč,22,75,"RM,RB",RM,England,AFC Richmond
J. Davenport,Jacob Davenport,23,66,"CDM,CM",CDM,England,Lincoln City
O. Palmer,Ollie Palmer,30,64,ST,ST,England,Wrexham AFC
A. Gordon,Anthony Gordon,21,75,"LM,RM",RM,England,Everton
L. Delap,Liam Delap,19,66,ST,ST,England,Stoke City
K. Lee,Kieran Lee,34,66,"CM,CAM,CDM",CM,England,Bolton Wanderers
S. George,Shamal George,24,64,GK,GK,England,Livingston FC
W. Hughes,Will Hughes,27,75,"CM,CDM",CM,England,Crystal Palace
J. Shelvey,Jonjo Shelvey,30,77,"CM,CDM",CM,England,Newcastle United
J. Anang,Joseph Anang,22,64,GK,GK,England,Derby County
H. Chapman,Harry Chapman,24,64,CAM,CAM,England,Bradford City
J. Vickers,Josh Vickers,26,66,GK,GK,England,Rotherham United
B. Close,Ben Close,25,64,"CDM,CM",CDM,England,Doncaster Rovers
J. Bolton,James Bolton,27,64,CB,CB,England,Plymouth Argyle
A. Cook,Andy Cook,31,64,ST,ST,England,Bradford City
H. Burrows,Harrison Burrows,20,66,LWB,LWB,England,Peterborough United
C. Vernam,Charles Vernam,25,64,"LW,LM",RM,England,Lincoln City
A. Jackson,Adam Jackson,28,64,CB,CB,England,Lincoln City
C. Main,Curtis Main,30,64,ST,ST,England,St. Mirren
C. Doyle,Callum Doyle,18,64,"CB,LB",CB,England,Coventry City
A. Collins,Archie Collins,22,64,"CM,CDM",CM,England,Exeter City
R. Stearman,Richard Stearman,34,66,CB,CB,England,Derby County
P. Clarke,Peter Clarke,40,64,CB,CB,England,Walsall
H. Pell,Harry Pell,30,64,CM,CDM,England,AFC Wimbledon
J. Smith,Jonny Smith,24,64,RM,LM,England,Burton Albion
N. Holland,Nathan Holland,24,64,LW,RM,England,Milton Keynes Dons
K. John,Kyle John,21,64,RB,RB,England,Everton
J. Wildsmith,Joe Wildsmith,26,64,GK,GK,England,Derby County
T. Eaves,Tom Eaves,30,66,ST,ST,England,Rotherham United
A. Clayton,Adam Clayton,33,64,"CDM,CM",CDM,England,Doncaster Rovers
A. Sarcevic,Antoni Sarcevic,30,64,CM,CM,England,Stockport County
W. Aimson,Will Aimson,28,64,CB,CB,England,Bolton Wanderers
H. Reed,Harrison Reed,27,75,"CDM,CM",CDM,England,Fulham
R. Brown,Reece Brown,26,66,"CM,CDM",RM,England,Forest Green Rovers
C. Long,Chris Long,27,64,"ST,LM",ST,England,Crewe Alexandra
C. Chambers,Calum Chambers,27,75,"CB,RB,CDM",CB,England,Aston Villa
G. Madine,Gary Madine,31,66,ST,ST,England,Blackpool
S. Smith,Sam Smith,24,66,"ST,RM",ST,England,Cambridge United
A. Pattison,Alex Pattison,24,64,CM,RM,England,Harrogate Town
B. Hanlan,Brandon Hanlan,25,66,ST,ST,England,Wycombe Wanderers
D. Murkin,Derry Murkin,22,64,LB,LB,England,FC Volendam
H. Dunk,Harrison Dunk,31,64,LB,LB,England,Cambridge United
L. Tomlin,Lee Tomlin,33,64,CAM,CAM,England,Doncaster Rovers
J. Walton,Jack Walton,24,66,GK,GK,England,Barnsley
A. Morgan,Albie Morgan,22,64,CM,RM,England,Charlton Athletic
D. Conroy,Dion Conroy,26,64,CB,CB,England,Crawley Town
M. Kilman,Max Kilman,25,77,CB,CB,England,Wolverhampton Wanderers
K. Dempsey,Kyle Dempsey,26,66,"CM,CAM",CM,England,Bolton Wanderers
C. Hall,Connor Hall,29,64,CB,CB,England,Port Vale
C. Dawson,Cameron Dawson,26,64,GK,GK,England,Sheffield Wednesday
M. Gillesphey,Macaulay Gillesphey,26,66,CB,CB,England,Plymouth Argyle
G. Massey,Gavin Massey,29,64,"RM,LM",RM,England,Port Vale
C. Taylor,Connor Taylor,20,64,CB,CB,England,Stoke City
D. Spence,Djed Spence,21,75,"RWB,RB",RWB,England,Tottenham Hotspur
N. Madueke,Noni Madueke,20,77,RW,CAM,England,PSV
R. Williams,Randell Williams,25,66,"RM,LW,RWB",LM,England,Hull City
G. Maris,George Maris,26,64,"CDM,CM",CDM,England,Mansfield Town
D. Wheeler,David Wheeler,31,64,"RW,CM",RW,England,Wycombe Wanderers
D. Cirkin,Dennis Cirkin,20,64,"LB,CB",LB,England,Sunderland
J. Rak-Sakyi,Jesurun Rak-Sakyi,19,64,RW,RW,England,Charlton Athletic
J. Lowe,Jason Lowe,30,64,"RB,CDM",RB,England,Salford City
H. Anderson,Harry Anderson,25,64,"RW,RM",RM,England,Bristol Rovers
P. Huntington,Paul Huntington,34,64,CB,CB,England,Carlisle United
J. Benson,Josh Benson,22,64,"CM,CDM",CM,England,Barnsley
L. Barry,Louie Barry,19,64,LW,ST,England,Milton Keynes Dons
L. Lumeka,Levi Lumeka,23,64,"LW,RW",CAM,England,ESTAC Troyes
A. Eastham,Ashley Eastham,31,64,CB,CB,England,Salford City
T. Bakinson,Tyreeq Bakinson,23,66,"CM,CDM",CDM,England,Sheffield Wednesday
J. Jones,Jamie Jones,33,64,GK,GK,England,Wigan Athletic
T. Anderson,Tom Anderson,28,64,CB,CB,England,Doncaster Rovers
K. Hemmings,Kane Hemmings,30,64,ST,ST,England,Tranmere Rovers
D. Lewington,Dean Lewington,38,66,CB,CDM,England,Milton Keynes Dons
J. Okedina,Jubril Okedina,21,64,CB,CB,England,Cambridge United
R. Cundy,Robbie Cundy,25,64,CB,CB,England,Barnsley
J. Morris,Josh Morris,30,64,"LM,RM",LM,England,Motherwell
J. Shea,James Shea,31,67,GK,GK,England,Luton Town
S. Sessegnon,Steven Sessegnon,22,66,"RB,LB",RB,England,Charlton Athletic
J. Rudoni,Jack Rudoni,21,65,"LW,CM,RW",CAM,England,Huddersfield Town
S. Finley,Sam Finley,29,65,CM,CM,England,Bristol Rovers
H. Carter,Hayden Carter,22,66,"CB,RB",CB,England,Blackburn Rovers
D. Ajiboye,David Ajiboye,23,65,RM,RM,England,Peterborough United
C. Jones,Curtis Jones,21,76,CM,CM,England,Liverpool
S. Hoskins,Sam Hoskins,29,66,"RM,RW,LM",RM,England,Northampton Town
D. Jebbison,Daniel Jebbison,18,65,ST,ST,England,Sheffield United
C. Jerome,Cameron Jerome,35,66,ST,ST,England,Luton Town
A. Doughty,Alfie Doughty,22,66,"LWB,LB",LWB,England,Luton Town
L. Roberts,Liam Roberts,27,65,GK,GK,England,Middlesbrough
J. Payne,Jack Payne,27,65,CM,CAM,England,Charlton Athletic
A. May,Adam May,24,65,"CAM,CDM",CAM,England,Cambridge United
K. Edwards,Kyle Edwards,24,65,"LW,LM",RM,England,Ipswich Town
J. Emmanuel-Thomas,Jay Emmanuel-Thomas,31,65,ST,ST,England,Jamshedpur FC
J. Beesley,Jake Beesley,25,65,ST,ST,England,Blackpool
A. Westwood,Ashley Westwood,32,76,"CDM,CM",CDM,England,Burnley
L. Sercombe,Liam Sercombe,32,65,CM,CM,England,Cheltenham Town
J. Henry,James Henry,33,66,"CM,RW",CM,England,Oxford United
D. McNeil,Dwight McNeil,22,76,"LM,RM",CAM,England,Everton
H. McKirdy,Harry McKirdy,25,66,"RW,ST",RM,England,Hibernian
C. Thompson,Curtis Thompson,28,66,CM,CDM,England,Wycombe Wanderers
M. Adams,Mo Adams,25,66,"CDM,CM",CB,England,Al Shabab
J. Hart,Joe Hart,35,76,GK,GK,England,Celtic
A. Jones,Alfie Jones,24,66,"CB,CDM",CB,England,Hull City
B. Wiredu,Brendan Wiredu,22,65,"CDM,CM",CDM,England,Fleetwood Town
J. Tillson,Jordan Tillson,29,65,"CDM,CM,RM",CDM,England,Ross County FC
A. Webster,Adam Webster,27,76,CB,CB,England,Brighton & Hove Albion
J. Belshaw,James Belshaw,31,65,GK,GK,England,Bristol Rovers
L. Bate,Lewis Bate,19,65,"CM,CDM",CAM,England,Oxford United
D. Jaiyesimi,Diallang Jaiyesimi,24,65,"RW,RWB",RM,England,Charlton Athletic
H. Winks,Harry Winks,26,76,"CM,CDM",CM,England,U.C. Sampdoria
T. Moore,Taylor Moore,25,65,"CB,CDM",CB,England,Shrewsbury Town
C. Trueman,Connal Trueman,26,65,GK,GK,England,Millwall
T. Nichols,Tom Nichols,28,65,"ST,LW",CF,England,Crawley Town
J. Guthrie,Jon Guthrie,29,66,CB,CB,England,Northampton Town
A. Evans,Antony Evans,23,65,"CM,CAM",RM,England,Bristol Rovers
J. Vela,Josh Vela,28,66,CM,CDM,England,Fleetwood Town
C. Dunkley,Chey Dunkley,30,66,CB,CB,England,Shrewsbury Town
R. Oxford,Reece Oxford,23,76,"CB,CDM,RB",CB,England,FC Augsburg
J. Steele,Jason Steele,31,65,GK,GK,England,Brighton & Hove Albion
D. Scarlett,Dane Scarlett,18,65,ST,ST,England,Portsmouth
M. Pollock,Mattie Pollock,20,65,CB,CB,England,Watford
J. Mattock,Joe Mattock,32,65,"CB,LB",CB,England,Harrogate Town
J. Norwood,James Norwood,31,65,ST,ST,England,Barnsley
T. Rowe,Tommy Rowe,33,65,"LB,CM,CAM",LB,England,Doncaster Rovers
D. Batty,Daniel Batty,24,65,"CM,CDM",CDM,England,Fleetwood Town
J. Powell,Joe Powell,23,65,"CAM,CM",CAM,England,Burton Albion
B. Garrity,Ben Garrity,25,65,"CM,CAM",CM,England,Port Vale
E. Lee,Elliot Lee,27,65,CM,CAM,England,Wrexham AFC
J. Key,Josh Key,22,65,RWB,RM,England,Exeter City
R. Williams,Rhys Williams,21,65,CB,CB,England,Blackpool
R. Matthews,Remi Matthews,28,65,GK,GK,England,St. Johnstone FC
R. Kent,Ryan Kent,25,76,LW,RM,England,Rangers FC
L. Reed,Louis Reed,24,65,CDM,CM,England,Swindon Town
E. Eze,Eberechi Eze,24,76,"CAM,CM,LM",CAM,England,Crystal Palace
L. Jones,Lloyd Jones,26,65,CB,CB,England,Cambridge United
C. Mola,Clinton Mola,21,65,"LB,CB",CDM,England,Blackburn Rovers
B. Fleming,Brandon Fleming,22,65,"LB,LWB,LM",LB,England,Hull City
A. Walkes,Anton Walkes,25,66,CB,CB,England,Charlotte FC
T. Hamer,Tom Hamer,22,66,"RWB,LWB",CB,England,Burton Albion
R. Wood,Richard Wood,36,66,CB,CB,England,Rotherham United
D. Telford,Dom Telford,25,65,ST,ST,England,Crawley Town
N. Ogbeta,Nathanael Ogbeta,21,65,"LWB,LB",LWB,England,Swansea City
T. Blackett,Tyler Blackett,28,65,"CB,LB",CB,England,FC Cincinnati
S. Tanser,Scott Tanser,27,65,LWB,LWB,England,St. Mirren
S. Long,Sam Long,27,65,"RB,CB",RB,England,Oxford United
T. Mitchell,Tyrick Mitchell,22,76,LB,LB,England,Crystal Palace
A. Famewo,Akin Famewo,23,65,CB,CB,England,Sheffield Wednesday
M. Pinnock,Mitch Pinnock,27,65,"LM,RM",LM,England,Northampton Town
J. Rowe,Jonathan Rowe,19,65,"LM,RM,ST",CAM,England,Norwich City
J. Moore-Taylor,Jordan Moore-Taylor,28,65,CB,CB,England,Forest Green Rovers
C. Borthwick-Jackson,Cameron Borthwick-Jackson,25,65,"LWB,CB",LWB,England,Burton Albion
C. Taylor,Charlie Taylor,28,75,LB,LB,England,Burnley
D. Andrew,Danny Andrew,31,65,"LB,LWB,CB",LB,England,Fleetwood Town
T. Sibbick,Toby Sibbick,23,66,CB,CB,England,Heart of Midlothian
C. Blackett-Taylor,Corey Blackett-Taylor,24,66,"LW,LWB,ST",RM,England,Charlton Athletic
W. Norris,Will Norris,28,65,GK,GK,England,Burnley
K. Kesler Hayden,Kaine Kesler Hayden,19,65,"RWB,RB,LWB",RWB,England,Huddersfield Town
J. Justin,James Justin,24,76,"LB,RB",RWB,England,Leicester City
D. Gape,Dominic Gape,27,65,"CDM,CM",CDM,England,Wycombe Wanderers
G. Nurse,George Nurse,23,65,"LWB,CB",LWB,England,Shrewsbury Town
J. McCarthy,Jason McCarthy,26,66,"RB,RWB",RB,England,Wycombe Wanderers
T. Chalobah,Trevoh Chalobah,22,76,"CB,CDM,CM",CB,England,Chelsea
J. Lascelles,Jamaal Lascelles,28,75,CB,CB,England,Newcastle United
L. Wing,Lewis Wing,27,65,CM,CM,England,Wycombe Wanderers
A. Pears,Aynsley Pears,24,65,GK,GK,England,Blackburn Rovers
J. Ironside,Joe Ironside,28,66,ST,ST,England,Cambridge United
P. Digby,Paul Digby,27,66,CDM,CDM,England,Cambridge United
R. Loftus-Cheek,Ruben Loftus-Cheek,26,76,"CM,RM",CAM,England,Chelsea
Z. Hemming,Zach Hemming,22,65,GK,GK,England,Kilmarnock
L. Jutkiewicz,Lukas Jutkiewicz,33,66,ST,ST,England,Birmingham City
D. Mayor,Danny Mayor,31,66,"CM,LW",CAM,England,Plymouth Argyle
S. Carson,Scott Carson,36,65,GK,GK,England,Manchester City
C. Slattery,Callum Slattery,23,65,"CDM,CM",CDM,England,Motherwell
M. Stevens,Mathew Stevens,24,65,ST,ST,England,Forest Green Rovers
M. Pennington,Matthew Pennington,27,66,CB,CB,England,Shrewsbury Town
T. Livramento,Tino Livramento,19,75,"RB,RWB",RB,England,Southampton
C. Kirk,Charlie Kirk,24,65,"LW,LM",RM,England,Charlton Athletic
B. Norton-Cuffy,Brooke Norton-Cuffy,18,65,"RB,RWB",RB,England,Rotherham United
J. Hunt,Jack Hunt,31,66,RWB,RWB,England,Sheffield Wednesday
T. Burey,Tyler Burey,21,65,"ST,LW",ST,England,Millwall
R. Inniss,Ryan Inniss,27,65,CB,CB,England,Charlton Athletic
J. Martin,Josh Martin,20,65,LM,RM,England,Barnsley
D. Mitchell,Demetri Mitchell,25,65,"LB,RM,LM",LM,England,Hibernian
C. Raglan,Charlie Raglan,29,65,CB,CB,England,Cheltenham Town
A. Cannon,Andy Cannon,26,65,CM,RM,England,Hull City
D. Davis,David Davis,31,66,"CDM,CM",CDM,England,Forest Green Rovers
L. McCormick,Luke McCormick,23,65,"CAM,CM",RM,England,Bristol Rovers
J. Dacres-Cogley,Josh Dacres-Cogley,26,66,"RWB,RB",RWB,England,Tranmere Rovers
K. Dembélé,Karamoko Dembélé,19,65,RW,RW,England,Stade Brestois 29
R. Cooney,Ryan Cooney,22,65,RB,RWB,England,Morecambe
J. Sims,Josh Sims,25,66,"LM,RM",RM,England,Ross County FC
A. Fisher,Andy Fisher,24,65,GK,GK,England,Swansea City
B. Wilson,Ben Wilson,29,65,GK,GK,England,Coventry City
T. Anjorin,Tino Anjorin,20,66,"CAM,RW,CM",CAM,England,Huddersfield Town
B. Mumba,Bali Mumba,20,66,"RWB,LWB,RB",RWB,England,Plymouth Argyle
E. Bennett,Elliott Bennett,33,66,RWB,RWB,England,Shrewsbury Town
J. Osei-Tutu,Jordi Osei-Tutu,23,66,"RW,RB",RM,England,VfL Bochum 1848
S. Clare,Sean Clare,25,65,"CB,RB",RM,England,Charlton Athletic
J. Simpson,Jack Simpson,25,66,CB,CB,England,Cardiff City
M. Rogers,Morgan Rogers,19,66,"LW,RW",RM,England,Manchester City
J. Stevens,Jack Stevens,24,65,GK,GK,England,Port Vale
L. Davis,Leif Davis,22,65,"LWB,LB",LWB,England,Ipswich Town
G. Long,George Long,28,66,GK,GK,England,Millwall
A. Appiah,Arvin Appiah,21,65,"RM,LM,RW",LW,England,CD Tenerife
R. Oates,Rhys Oates,27,65,ST,ST,England,Mansfield Town
R. Tunnicliffe,Ryan Tunnicliffe,29,65,CM,CDM,England,Portsmouth
A. Townsend,Andros Townsend,30,76,RM,RM,England,Everton
J. Griffiths,Josh Griffiths,20,65,GK,GK,England,Portsmouth
M. Browne,Marcus Browne,24,66,"LW,LM,RM",LW,England,Oxford United
H. Clarke,Harry Clarke,21,65,"CB,RB,RWB",CB,England,Stoke City
A. Phillips,Adam Phillips,24,65,CM,CAM,England,Barnsley
J. Brayford,John Brayford,34,66,"CB,RB",CB,England,Burton Albion
F. Forster,Fraser Forster,34,76,GK,GK,England,Tottenham Hotspur
B. Thomas-Asante,Brandon Thomas-Asante,23,65,"RW,ST",ST,England,West Bromwich Albion
J. Fitzwater,Jack Fitzwater,24,65,CB,CB,England,Livingston FC
A. MacDonald,Angus MacDonald,29,65,CB,CB,England,Swindon Town
A. Morley,Aaron Morley,22,65,CM,CM,England,Bolton Wanderers
B. Stevenson,Ben Stevenson,25,65,CM,CM,England,Forest Green Rovers
R. Barkley,Ross Barkley,28,76,"CAM,CM",CAM,England,OGC Nice
G. Moncur,George Moncur,28,66,"CAM,CM,LM",CAM,England,Leyton Orient
T. Fornah,Tyrese Fornah,22,65,"CDM,CM",CDM,England,Reading
C. Connolly,Callum Connolly,24,66,"CB,RB,CDM",CB,England,Blackpool
J. Thorniley,Jordan Thorniley,25,66,CB,CB,England,Blackpool
M. Jay,Matt Jay,26,65,CAM,RM,England,Exeter City
K. Bryan,Kean Bryan,25,66,CB,CB,England,West Bromwich Albion
D. Samuel,Dominic Samuel,28,63,"ST,CAM",ST,England,Ross County FC
J. Cumming,Jamie Cumming,22,67,GK,GK,England,Milton Keynes Dons
J. Forster-Caskey,Jake Forster-Caskey,28,67,CM,CM,England,Charlton Athletic
A. Cresswell,Aaron Cresswell,32,78,"LB,CB",LB,England,West Ham United
T. Iroegbunam,Tim Iroegbunam,19,63,"CDM,CM",CDM,England,Queens Park Rangers
L. Gibson,Lewis Gibson,21,63,CB,CB,England,Bristol Rovers
C. Cooke,Callum Cooke,25,63,"CAM,CM",CAM,England,Hartlepool United
R. Harper,Rekeem Harper,22,63,"CDM,CM",CAM,England,Exeter City
M. Egbo,Mandela Egbo,24,63,"RB,RWB",RB,England,Charlton Athletic
C. Goode,Charlie Goode,26,67,CB,CB,England,Brentford
T. Parkes,Tom Parkes,30,63,CB,CB,England,Livingston FC
J. Davison,Josh Davison,22,63,ST,ST,England,AFC Wimbledon
P. Bamford,Patrick Bamford,28,78,ST,ST,England,Leeds United
O. Patrick,Omari Patrick,26,63,"ST,LW",ST,England,Carlisle United
J. Lingard,Jesse Lingard,29,78,CAM,CAM,England,Nottingham Forest
A. Hartigan,Anthony Hartigan,22,63,CDM,RWB,England,Mansfield Town
J. Muldoon,Jack Muldoon,33,63,ST,ST,England,Harrogate Town
A. Hunter,Ashley Hunter,26,63,"LW,LM",LW,England,Morecambe
R. Sessegnon,Ryan Sessegnon,22,75,"LWB,LB",LM,England,Tottenham Hotspur
N. Chilvers,Noah Chilvers,21,63,"CAM,CM,LM",RM,England,Colchester United
M. O'Leary,Max O'Leary,25,67,GK,GK,England,Bristol City
C. Skuse,Cole Skuse,36,63,"CDM,CM",CDM,England,Colchester United
M. Harness,Marcus Harness,26,67,"LW,RM,CAM",LW,England,Ipswich Town
